Salario;lat;lon;Cidade
60.5;-199.102;-439.266;Belo Horizonte
61.66;-201.446;-448.912;Divinopolis
62.17;-195.902;-469.438;Araxa
63.0;-199.102;-439.266;Belo Horizonte
63.0;-199.102;-439.266;Belo Horizonte
63.37;-199.321;-440.539;Contagem
63.80;-199.102;-439.266;Belo Horizonte
65.0;-199.102;-439.266;Belo Horizonte
65.0;-199.102;-439.266;Belo Horizonte
65.0;-200.876;-437.878;Rio Acima
65.40;-199.102;-439.266;Belo Horizonte
65.40;-199.102;-439.266;Belo Horizonte
65.40;-199.102;-439.266;Belo Horizonte
65.40;-199.102;-439.266;Belo Horizonte
67.60;-199.102;-439.266;Belo Horizonte
68.2;-199.102;-439.266;Belo Horizonte
68.52;-199.102;-439.266;Belo Horizonte
68.86;-198.534;-446.114;Para de Minas
68.91;-200.818;-445.801;Itaúna
68.91;-200.818;-445.801;Itaúna
68.91;-200.818;-445.801;Itaúna
68.91;-200.818;-445.801;Itaúna
69.63;-199.102;-439.266;Belo Horizonte
69.63;-199.102;-439.266;Belo Horizonte
69.63;-199.102;-439.266;Belo Horizonte
69.63;-199.102;-439.266;Belo Horizonte
69.63;-199.102;-439.266;Belo Horizonte
69.82;-199.102;-439.266;Belo Horizonte
70.53;-199.102;-439.266;Belo Horizonte
70.53;-199.321;-440.539;Contagem
70.53;-199.102;-439.266;Belo Horizonte
70.53;-199.102;-439.266;Belo Horizonte
70.53;-199.668;-442.008;Betim
70.53;-199.321;-440.539;Contagem
70.53;-199.102;-439.266;Belo Horizonte
70.53;-199.102;-439.266;Belo Horizonte
70.53;-199.102;-439.266;Belo Horizonte
70.53;-199.321;-440.539;Contagem
70.53;-199.102;-439.266;Belo Horizonte
71.3;-199.102;-439.266;Belo Horizonte
71.12;-199.102;-439.266;Belo Horizonte
71.54;-204.437;-447.673;Claudio
73.0;-194.569;-442.413;Sete Lagoas
73.81;-199.102;-439.266;Belo Horizonte
75.0;-199.102;-439.266;Belo Horizonte
75.72;-199.102;-439.266;Belo Horizonte
79.70;-199.102;-439.266;Belo Horizonte
79.70;-199.102;-439.266;Belo Horizonte
80.0;-199.321;-440.539;Contagem
80.0;-199.102;-439.266;Belo Horizonte
80.0;-199.102;-439.266;Belo Horizonte
81.9;-199.102;-439.266;Belo Horizonte
81.9;-199.102;-439.266;Belo Horizonte
81.9;-199.102;-439.266;Belo Horizonte
81.9;-199.102;-439.266;Belo Horizonte
81.9;-223.768;-417.848;Macae
81.9;-199.102;-439.266;Belo Horizonte
81.15;-199.102;-439.266;Belo Horizonte
81.15;-199.102;-439.266;Belo Horizonte
81.15;-199.102;-439.266;Belo Horizonte
81.15;-199.102;-439.266;Belo Horizonte
81.15;-199.102;-439.266;Belo Horizonte
83.0;-199.102;-439.266;Belo Horizonte
83.26;-205.339;-439.894;Jeceaba
83.45;-199.102;-439.266;Belo Horizonte
83.50;-20.121;-403.074;Serra
84.31;-199.102;-439.266;Belo Horizonte
84.83;-199.668;-442.008;Betim
85.0;-199.758;-438.509;Nova Lima
85.17;-229.129;-432.003;Rio de Janeiro
85.86;-229.129;-432.003;Rio de Janeiro
85.98;-229.129;-432.003;Rio de Janeiro
87.81;-199.102;-439.266;Belo Horizonte
88.0;-199.758;-438.509;Nova Lima
88.17;-199.321;-440.539;Contagem
89.36;-199.321;-440.539;Contagem
89.82;-229.129;-432.003;Rio de Janeiro
90.0;-199.102;-439.266;Belo Horizonte
90.86;-20.151;-442.007;Brumadinho
90.96;-199.102;-439.266;Belo Horizonte
91.70;-19.764;-443.065;Esmeraldas
93.80;-199.102;-439.266;Belo Horizonte
98.37;-199.102;-439.266;Belo Horizonte
100.0;-20.665;-443.334;Desterro de Entre Rios
102.83;-199.102;-439.266;Belo Horizonte
104.62;-199.102;-439.266;Belo Horizonte
105.0;-225.202;-440.996;Volta Redonda
105.92;-199.321;-440.539;Contagem
108.0;-199.102;-439.266;Belo Horizonte
109.51;-21.638;-410.446;Sao Joao da Barra
110.0;-199.102;-439.266;Belo Horizonte
112.46;-199.102;-439.266;Belo Horizonte
116.23;-199.102;-439.266;Belo Horizonte
116.71;-194.569;-442.413;Sete Lagoas
116.71;-194.569;-442.413;Sete Lagoas
116.71;-194.569;-442.413;Sete Lagoas
116.71;-194.569;-442.413;Sete Lagoas
117.67;-199.102;-439.266;Belo Horizonte
120.0;-199.102;-439.266;Belo Horizonte
124.86;-199.102;-439.266;Belo Horizonte
125.96;-199.102;-439.266;Belo Horizonte
126.40;-199.668;-442.008;Betim
126.50;-199.102;-439.266;Belo Horizonte
127.0;-193.946;-400.643;Linhares
127.37;-199.321;-440.539;Contagem
137.50;-195.902;-469.438;Araxa
168.48;-204.437;-447.673;Claudio
169.77;-199.102;-439.266;Belo Horizonte
176.80;-199.102;-439.266;Belo Horizonte
177.86;-199.102;-439.266;Belo Horizonte
177.86;-199.102;-439.266;Belo Horizonte
188.0;-199.102;-439.266;Belo Horizonte
194.81;-205.263;-436.962;Ouro Branco
196.27;-195.902;-469.438;Araxa
198.90;-20.151;-442.007;Brumadinho
198.90;-201.446;-448.912;Divinopolis
202.61;-215.556;-454.364;Varginha
208.0;-199.102;-439.266;Belo Horizonte
210.65;-199.102;-439.266;Belo Horizonte
210.78;-199.102;-439.266;Belo Horizonte
214.87;-199.102;-439.266;Belo Horizonte
236.20;-215.556;-454.364;Varginha
244.14;-199.102;-439.266;Belo Horizonte
244.14;-199.102;-439.266;Belo Horizonte
269.38;-215.556;-454.364;Varginha
297.30;-199.102;-439.266;Belo Horizonte
328.15;-203.155;-403.128;Vitoria
333.86;-199.102;-439.266;Belo Horizonte
348.77;-199.102;-439.266;Belo Horizonte
355.96;-195.902;-469.438;Araxa
393.46;-199.102;-439.266;Belo Horizonte
422.24;-199.102;-439.266;Belo Horizonte
427.16;-201.446;-448.912;Divinopolis
433.44;-201.446;-448.912;Divinopolis
448.46;-199.102;-439.266;Belo Horizonte
448.46;-19.884;-438.263;Sabara
448.46;-199.321;-440.539;Contagem
448.46;-199.102;-439.266;Belo Horizonte
458.33;-199.758;-438.509;Nova Lima
466.49;-199.321;-440.539;Contagem
468.50;-217.595;-433.398;Juiz de Fora
468.51;-199.102;-439.266;Belo Horizonte
470.84;-199.102;-439.266;Belo Horizonte
488.93;-21.78;-465.692;Poços de Caldas
492.94;-199.102;-439.266;Belo Horizonte
495.63;-199.102;-439.266;Belo Horizonte
495.63;-199.102;-439.266;Belo Horizonte
497.25;-196.397;-438.932;Lagoa Santa
505.94;-199.102;-439.266;Belo Horizonte
507.79;-205.396;-446.336;Carmopolis de Minas
508.82;-201.446;-448.912;Divinopolis
516.10;-195.811;-426.471;Timoteo
520.13;-199.102;-439.266;Belo Horizonte
535.27;-187.527;-444.303;Curvelo
573.61;-199.102;-439.266;Belo Horizonte
574.28;-199.321;-440.539;Contagem
583.14;-215.556;-454.364;Varginha
597.25;-199.102;-439.266;Belo Horizonte
599.26;-199.102;-439.266;Belo Horizonte
611.40;-199.102;-439.266;Belo Horizonte
624.35;-203.796;-43.512;Ouro Preto
627.79;-199.102;-439.266;Belo Horizonte
627.79;-199.102;-439.266;Belo Horizonte
634.48;-201.446;-448.912;Divinopolis
661.44;-215.556;-454.364;Varginha
667.1;-199.102;-439.266;Belo Horizonte
677.30;-199.102;-439.266;Belo Horizonte
696.15;-199.102;-439.266;Belo Horizonte
696.65;-199.102;-439.266;Belo Horizonte
709.70;-199.102;-439.266;Belo Horizonte
714.99;-199.102;-439.266;Belo Horizonte
732.90;-201.446;-448.912;Divinopolis
734.19;-199.668;-442.008;Betim
735.84;-196.397;-438.932;Lagoa Santa
741.78;-199.668;-442.008;Betim
752.63;-199.102;-439.266;Belo Horizonte
764.40;-217.595;-433.398;Juiz de Fora
772.6;-199.102;-439.266;Belo Horizonte
779.98;-199.102;-439.266;Belo Horizonte
779.98;-199.102;-439.266;Belo Horizonte
791.72;-199.102;-439.266;Belo Horizonte
806.86;-199.102;-439.266;Belo Horizonte
806.86;-199.102;-439.266;Belo Horizonte
821.50;-199.102;-439.266;Belo Horizonte
835.38;-202.285;-426.462;Rio Casca
835.38;-204.111;-428.978;Ponte Nova
846.23;-195.902;-469.438;Araxa
856.62;-199.102;-439.266;Belo Horizonte
864.27;-212.214;-437.703;Barbacena
871.74;-228.832;-431.034;Niteroi
883.21;-199.102;-439.266;Belo Horizonte
895.31;-195.902;-469.438;Araxa
896.35;-197.548;-438.497;Santa Luzia
917.84;-199.102;-439.266;Belo Horizonte
918.82;-203.155;-403.128;Vitoria
920.30;-194.569;-442.413;Sete Lagoas
927.68;-199.102;-439.266;Belo Horizonte
935.7;-199.102;-439.266;Belo Horizonte
941.69;-199.102;-439.266;Belo Horizonte
949.38;-199.102;-439.266;Belo Horizonte
954.2;-189.141;-482.749;Uberlandia
956.40;-178.744;-441.775;Buenopolis
956.83;-215.556;-454.364;Varginha
964.85;-21.13;-423.693;Muriae
969.43;-199.102;-439.266;Belo Horizonte
969.44;-199.758;-438.509;Nova Lima
974.98;-199.102;-439.266;Belo Horizonte
976.42;-210.932;-450.896;Perdões
985.43;-199.102;-439.266;Belo Horizonte
985.87;-201.446;-448.912;Divinopolis
985.87;-178.744;-441.775;Buenopolis
985.87;-199.321;-440.539;Contagem
985.87;-199.102;-439.266;Belo Horizonte
988.72;-215.556;-454.364;Varginha
988.72;-215.556;-454.364;Varginha
991.27;-199.102;-439.266;Belo Horizonte
991.27;-199.102;-439.266;Belo Horizonte
991.27;-199.102;-439.266;Belo Horizonte
991.27;-199.102;-439.266;Belo Horizonte
991.27;-199.102;-439.266;Belo Horizonte
993.60;-195.902;-469.438;Araxa
995.10;-215.296;-426.421;Leopoldina
997.23;-201.446;-448.912;Divinopolis
1003.89;-19.884;-438.263;Sabara
1005.10;-200.252;-440.569;Ibirite
1005.10;-199.321;-440.539;Contagem
1005.10;-199.321;-440.539;Contagem
1005.15;-200.367;-441.446;Sarzedo
1005.15;-200.367;-441.446;Sarzedo
1006.27;-21.248;-450.009;Lavras
1006.97;-199.321;-440.539;Contagem
1008.5;-229.129;-432.003;Rio de Janeiro
1009.50;-187.527;-444.303;Curvelo
1010.65;-199.668;-442.008;Betim
1014.20;-187.527;-444.303;Curvelo
1014.57;-199.102;-439.266;Belo Horizonte
1015.87;-199.102;-439.266;Belo Horizonte
1017.54;-21.854;-452.896;Cambuquira
1018.97;-212.324;-45.235;Nepomuceno
1018.99;-195.179;-426.276;Coronel Fabriciano
1018.99;-195.179;-426.276;Coronel Fabriciano
1019.17;-199.102;-439.266;Belo Horizonte
1021.15;-215.556;-454.364;Varginha
1021.80;-198.713;-449.847;Nova Serrana
1023.25;-199.321;-440.539;Contagem
1023.25;-199.321;-440.539;Contagem
1023.30;-211.311;-442.526;Sao Joao del Rei
1026.39;-200.818;-445.801;Itaúna
1026.68;-213.924;-426.896;Cataguases
1027.42;-213.563;-430.328;Guarani
1028.92;-217.595;-433.398;Juiz de Fora
1029.95;-212.324;-45.235;Nepomuceno
1032.20;-195.179;-426.276;Coronel Fabriciano
1034.16;-185.356;-44.601;Morro da Garça
1035.72;-199.102;-439.266;Belo Horizonte
1037.7;-199.102;-439.266;Belo Horizonte
1038.29;-199.102;-439.266;Belo Horizonte
1038.60;-199.102;-439.266;Belo Horizonte
1039.13;-199.321;-440.539;Contagem
1039.84;-199.321;-440.539;Contagem
1040.58;-199.321;-440.539;Contagem
1040.61;-195.179;-426.276;Coronel Fabriciano
1040.62;-195.902;-469.438;Araxa
1043.43;-199.102;-439.266;Belo Horizonte
1046.80;-199.321;-440.539;Contagem
1047.20;-217.579;-455.391;Monsenhor Paulo
1047.35;-213.924;-426.896;Cataguases
1048.42;-213.924;-426.896;Cataguases
1051.62;-201.446;-448.912;Divinopolis
1051.72;-199.102;-439.266;Belo Horizonte
1051.72;-199.102;-439.266;Belo Horizonte
1051.72;-215.556;-454.364;Varginha
1051.72;-199.102;-439.266;Belo Horizonte
1051.72;-199.102;-439.266;Belo Horizonte
1051.72;-199.321;-440.539;Contagem
1054.98;-199.102;-439.266;Belo Horizonte
1057.45;-195.179;-426.276;Coronel Fabriciano
1058.37;-201.446;-448.912;Divinopolis
1060.6;-199.102;-439.266;Belo Horizonte
1060.56;-199.102;-439.266;Belo Horizonte
1060.80;-215.296;-426.421;Leopoldina
1060.80;-195.902;-469.438;Araxa
1060.80;-213.924;-426.896;Cataguases
1060.80;-217.595;-433.398;Juiz de Fora
1060.80;-215.289;-424.676;Recreio
1060.80;-21.13;-423.693;Muriae
1062.4;-199.102;-439.266;Belo Horizonte
1064.47;-195.902;-469.438;Araxa
1064.50;-199.102;-439.266;Belo Horizonte
1064.95;-199.102;-439.266;Belo Horizonte
1067.35;-201.446;-448.912;Divinopolis
1069.1;-201.446;-448.912;Divinopolis
1069.4;-185.699;-465.013;Patos de Minas
1069.77;-194.703;-425.476;Ipatinga
1072.75;-199.102;-439.266;Belo Horizonte
1072.75;-199.102;-439.266;Belo Horizonte
1072.75;-199.321;-440.539;Contagem
1072.77;-199.102;-439.266;Belo Horizonte
1072.80;-195.902;-469.438;Araxa
1073.89;-199.102;-439.266;Belo Horizonte
1074.6;-217.595;-433.398;Juiz de Fora
1075.12;-196.308;-440.383;Pedro Leopoldo
1075.22;-215.556;-454.364;Varginha
1075.58;-215.296;-426.421;Leopoldina
1075.80;-199.102;-439.266;Belo Horizonte
1077.17;-196.239;-432.312;Itabira
1078.69;-195.902;-469.438;Araxa
1081.38;-199.102;-439.266;Belo Horizonte
1081.38;-199.102;-439.266;Belo Horizonte
1081.51;-199.102;-439.266;Belo Horizonte
1081.51;-199.102;-439.266;Belo Horizonte
1081.99;-199.102;-439.266;Belo Horizonte
1083.5;-197.548;-438.497;Santa Luzia
1085.18;-217.595;-433.398;Juiz de Fora
1085.97;-199.102;-439.266;Belo Horizonte
1087.1;-215.296;-426.421;Leopoldina
1087.27;-217.595;-433.398;Juiz de Fora
1087.83;-199.822;-448.593;Sao Gonçalo do Para
1089.47;-198.126;-431.735;Joao Monlevade
1089.93;-199.102;-439.266;Belo Horizonte
1090.86;-201.446;-448.912;Divinopolis
1093.95;-20.151;-442.007;Brumadinho
1095.60;-215.296;-426.421;Leopoldina
1095.60;-215.296;-426.421;Leopoldina
1095.60;-199.321;-440.539;Contagem
1098.91;-199.321;-440.539;Contagem
1099.20;-217.218;-449.849;Sao Thome das Letras
1099.56;-201.446;-448.912;Divinopolis
1101.88;-199.102;-439.266;Belo Horizonte
1102.2;-210.927;-455.612;Boa Esperança
1105.48;-224.225;-454.598;Itajuba
1105.66;-195.902;-469.438;Araxa
1106.5;-199.758;-438.509;Nova Lima
1107.5;-195.902;-469.438;Araxa
1107.5;-195.902;-469.438;Araxa
1111.77;-199.102;-439.266;Belo Horizonte
1111.77;-199.102;-439.266;Belo Horizonte
1111.77;-199.102;-439.266;Belo Horizonte
1111.77;-199.102;-439.266;Belo Horizonte
1111.87;-199.321;-440.539;Contagem
1112.80;-201.446;-448.912;Divinopolis
1118.54;-199.321;-440.539;Contagem
1119.24;-199.321;-440.539;Contagem
1119.76;-199.102;-439.266;Belo Horizonte
1119.96;-199.758;-438.509;Nova Lima
1122.5;-194.703;-425.476;Ipatinga
1123.54;-212.324;-45.235;Nepomuceno
1123.92;-212.324;-45.235;Nepomuceno
1124.66;-204.111;-428.978;Ponte Nova
1127.1;-199.102;-439.266;Belo Horizonte
1127.1;-199.102;-439.266;Belo Horizonte
1127.1;-199.102;-439.266;Belo Horizonte
1127.59;-201.446;-448.912;Divinopolis
1129.9;-199.102;-439.266;Belo Horizonte
1130.22;-199.668;-442.008;Betim
1130.80;-200.876;-437.878;Rio Acima
1131.52;-217.595;-433.398;Juiz de Fora
1131.52;-217.595;-433.398;Juiz de Fora
1133.69;-199.102;-439.266;Belo Horizonte
1134.21;-216.921;-452.511;Tres Coracoes
1134.79;-199.102;-439.266;Belo Horizonte
1138.28;-21.13;-423.693;Muriae
1138.28;-21.13;-423.693;Muriae
1139.24;-20.048;-442.749;Sao Joaquim de Bicas
1140.4;-195.902;-469.438;Araxa
1140.26;-195.902;-469.438;Araxa
1140.26;-195.902;-469.438;Araxa
1142.16;-199.102;-439.266;Belo Horizonte
1143.7;-199.102;-439.266;Belo Horizonte
1143.33;-215.556;-454.364;Varginha
1147.6;-215.556;-454.364;Varginha
1147.6;-216.921;-452.511;Tres Coracoes
1147.28;-199.321;-440.539;Contagem
1148.92;-21.78;-465.692;Poços de Caldas
1152.22;-194.703;-425.476;Ipatinga
1154.43;-199.102;-439.266;Belo Horizonte
1154.89;-212.324;-45.235;Nepomuceno
1155.9;-199.102;-439.266;Belo Horizonte
1159.90;-199.102;-439.266;Belo Horizonte
1162.31;-213.924;-426.896;Cataguases
1162.72;-21.248;-450.009;Lavras
1163.23;-199.102;-439.266;Belo Horizonte
1166.54;-199.102;-439.266;Belo Horizonte
1166.65;-193.087;-460.465;Sao Gotardo
1166.99;-201.446;-448.912;Divinopolis
1168.90;-199.102;-439.266;Belo Horizonte
1170.23;-199.321;-440.539;Contagem
1174.41;-199.321;-440.539;Contagem
1175.84;-199.321;-440.539;Contagem
1175.97;-198.826;-436.704;Caete
1177.13;-199.102;-439.266;Belo Horizonte
1178.7;-21.248;-450.009;Lavras
1181.15;-212.324;-45.235;Nepomuceno
1183.62;-199.321;-440.539;Contagem
1185.50;-195.902;-469.438;Araxa
1185.76;-199.102;-439.266;Belo Horizonte
1185.83;-199.102;-439.266;Belo Horizonte
1187.62;-215.296;-426.421;Leopoldina
1187.62;-215.296;-426.421;Leopoldina
1192.6;-215.556;-454.364;Varginha
1192.6;-215.556;-454.364;Varginha
1196.4;-215.556;-454.364;Varginha
1199.29;-199.321;-440.539;Contagem
1200.26;-167.282;-438.578;Montes Claros
1200.35;-217.595;-433.398;Juiz de Fora
1201.16;-213.924;-426.896;Cataguases
1201.46;-195.902;-469.438;Araxa
1201.68;-199.321;-440.539;Contagem
1203.72;-194.703;-425.476;Ipatinga
1206.72;-199.102;-439.266;Belo Horizonte
1211.37;-215.296;-426.421;Leopoldina
1212.75;-215.465;-457.374;Paraguaçu
1213.71;-199.102;-439.266;Belo Horizonte
1214.16;-199.321;-440.539;Contagem
1216.26;-199.758;-438.509;Nova Lima
1217.84;-199.102;-439.266;Belo Horizonte
1218.72;-199.321;-440.539;Contagem
1220.40;-199.102;-439.266;Belo Horizonte
1220.64;-199.102;-439.266;Belo Horizonte
1223.17;-199.321;-440.539;Contagem
1223.19;-229.129;-432.003;Rio de Janeiro
1224.20;-199.102;-439.266;Belo Horizonte
1225.80;-199.102;-439.266;Belo Horizonte
1226.31;-200.252;-440.569;Ibirite
1227.49;-187.527;-444.303;Curvelo
1233.40;-194.569;-442.413;Sete Lagoas
1233.40;-194.569;-442.413;Sete Lagoas
1234.12;-199.166;-468.264;Tapira
1234.12;-195.902;-469.438;Araxa
1234.12;-199.166;-468.264;Tapira
1234.12;-195.902;-469.438;Araxa
1234.12;-195.902;-469.438;Araxa
1234.12;-195.902;-469.438;Araxa
1234.12;-195.902;-469.438;Araxa
1234.13;-195.902;-469.438;Araxa
1236.54;-199.102;-439.266;Belo Horizonte
1238.23;-197.472;-479.381;Uberaba
1239.64;-199.102;-439.266;Belo Horizonte
1240.5;-199.102;-439.266;Belo Horizonte
1240.20;-198.534;-446.114;Para de Minas
1241.15;-199.102;-439.266;Belo Horizonte
1241.19;-195.902;-469.438;Araxa
1245.70;-213.694;-455.109;Tres Pontas
1248.26;-199.102;-439.266;Belo Horizonte
1248.26;-199.102;-439.266;Belo Horizonte
1249.12;-213.924;-426.896;Cataguases
1251.9;-199.312;-475.492;Conquista
1252.12;-199.102;-439.266;Belo Horizonte
1252.12;-199.102;-439.266;Belo Horizonte
1252.12;-199.102;-439.266;Belo Horizonte
1252.12;-199.102;-439.266;Belo Horizonte
1253.6;-199.758;-438.509;Nova Lima
1254.12;-199.102;-439.266;Belo Horizonte
1256.13;-199.166;-468.264;Tapira
1256.95;-199.321;-440.539;Contagem
1258.52;-195.902;-469.438;Araxa
1259.21;-199.102;-439.266;Belo Horizonte
1263.87;-199.102;-439.266;Belo Horizonte
1268.97;-201.446;-448.912;Divinopolis
1270.60;-199.102;-439.266;Belo Horizonte
1272.29;-215.556;-454.364;Varginha
1273.4;-199.758;-438.509;Nova Lima
1273.72;-199.102;-439.266;Belo Horizonte
1279.41;-199.411;-45.078;Perdigao
1279.47;-199.102;-439.266;Belo Horizonte
1283.30;-199.102;-439.266;Belo Horizonte
1283.38;-195.902;-469.438;Araxa
1285.17;-199.102;-439.266;Belo Horizonte
1287.36;-199.102;-439.266;Belo Horizonte
1288.65;-21.248;-450.009;Lavras
1289.93;-199.102;-439.266;Belo Horizonte
1290.6;-215.556;-454.364;Varginha
1290.46;-200.252;-440.569;Ibirite
1291.58;-199.102;-439.266;Belo Horizonte
1292.53;-199.102;-439.266;Belo Horizonte
1296.9;-195.811;-426.471;Timoteo
1296.62;-199.102;-439.266;Belo Horizonte
1301.52;-195.902;-469.438;Araxa
1302.90;-199.102;-439.266;Belo Horizonte
1306.45;-199.102;-439.266;Belo Horizonte
1306.77;-195.902;-469.438;Araxa
1310.27;-195.902;-469.438;Araxa
1310.27;-195.902;-469.438;Araxa
1310.27;-195.179;-426.276;Coronel Fabriciano
1312.31;-201.446;-448.912;Divinopolis
1314.3;-210.932;-450.896;Perdões
1314.47;-217.595;-433.398;Juiz de Fora
1318.10;-217.595;-433.398;Juiz de Fora
1318.77;-199.102;-439.266;Belo Horizonte
1319.21;-199.102;-439.266;Belo Horizonte
1319.22;-199.102;-439.266;Belo Horizonte
1320.28;-199.321;-440.539;Contagem
1321.20;-199.668;-442.008;Betim
1321.69;-212.324;-45.235;Nepomuceno
1321.97;-199.102;-439.266;Belo Horizonte
1321.97;-199.102;-439.266;Belo Horizonte
1321.97;-199.102;-439.266;Belo Horizonte
1325.7;-201.446;-448.912;Divinopolis
1325.31;-227.858;-433.049;Duque de Caxias
1326.91;-199.102;-439.266;Belo Horizonte
1328.94;-201.912;-447.664;Carmo do Cajuru
1330.76;-199.102;-439.266;Belo Horizonte
1330.94;-167.282;-438.578;Montes Claros
1332.50;-215.556;-454.364;Varginha
1332.50;-215.556;-454.364;Varginha
1332.84;-199.102;-439.266;Belo Horizonte
1334.68;-213.924;-426.896;Cataguases
1334.74;-19.884;-438.263;Sabara
1337.40;-215.556;-454.364;Varginha
1339.88;-199.102;-439.266;Belo Horizonte
1340.80;-210.927;-455.612;Boa Esperança
1341.4;-199.668;-442.008;Betim
1342.65;-213.924;-426.896;Cataguases
1344.61;-199.102;-439.266;Belo Horizonte
1344.61;-199.102;-439.266;Belo Horizonte
1344.95;-199.102;-439.266;Belo Horizonte
1346.9;-199.102;-439.266;Belo Horizonte
1346.75;-199.102;-439.266;Belo Horizonte
1347.22;-216.921;-452.511;Tres Coracoes
1348.19;-199.102;-439.266;Belo Horizonte
1349.58;-199.758;-438.509;Nova Lima
1350.80;-199.102;-439.266;Belo Horizonte
1351.61;-199.321;-440.539;Contagem
1352.34;-199.102;-439.266;Belo Horizonte
1353.6;-195.179;-426.276;Coronel Fabriciano
1354.32;-199.102;-439.266;Belo Horizonte
1354.32;-199.102;-439.266;Belo Horizonte
1354.32;-199.102;-439.266;Belo Horizonte
1354.73;-212.324;-45.235;Nepomuceno
1356.24;-199.321;-440.539;Contagem
1357.39;-195.902;-469.438;Araxa
1358.47;-199.102;-439.266;Belo Horizonte
1358.64;-20.048;-442.749;Sao Joaquim de Bicas
1358.83;-199.102;-439.266;Belo Horizonte
1360.81;-204.704;-45.127;Itapecerica
1361.41;-195.902;-469.438;Araxa
1361.62;-199.102;-439.266;Belo Horizonte
1364.49;-201.912;-447.664;Carmo do Cajuru
1369.57;-199.102;-439.266;Belo Horizonte
1369.70;-199.102;-439.266;Belo Horizonte
1369.73;-199.102;-439.266;Belo Horizonte
1369.73;-199.102;-439.266;Belo Horizonte
1372.82;-199.102;-439.266;Belo Horizonte
1374.8;-215.556;-454.364;Varginha
1375.50;-199.758;-438.509;Nova Lima
1378.13;-198.126;-431.735;Joao Monlevade
1380.61;-199.102;-439.266;Belo Horizonte
1381.68;-199.102;-439.266;Belo Horizonte
1382.8;-199.102;-439.266;Belo Horizonte
1382.39;-199.102;-439.266;Belo Horizonte
1382.39;-199.102;-439.266;Belo Horizonte
1382.39;-199.102;-439.266;Belo Horizonte
1382.39;-199.102;-439.266;Belo Horizonte
1382.39;-199.102;-439.266;Belo Horizonte
1383.91;-199.102;-439.266;Belo Horizonte
1387.50;-199.102;-439.266;Belo Horizonte
1387.50;-199.102;-439.266;Belo Horizonte
1390.80;-199.102;-439.266;Belo Horizonte
1392.32;-195.811;-426.471;Timoteo
1394.86;-215.556;-454.364;Varginha
1396.94;-215.556;-454.364;Varginha
1397.29;-195.811;-426.471;Timoteo
1397.88;-213.924;-426.896;Cataguases
1398.14;-215.556;-454.364;Varginha
1400.15;-195.902;-469.438;Araxa
1400.30;-213.924;-426.896;Cataguases
1400.30;-213.924;-426.896;Cataguases
1402.38;-199.102;-439.266;Belo Horizonte
1402.38;-199.102;-439.266;Belo Horizonte
1403.97;-199.102;-439.266;Belo Horizonte
1410.46;-20.121;-403.074;Serra
1412.28;-199.102;-439.266;Belo Horizonte
1413.36;-199.102;-439.266;Belo Horizonte
1413.47;-214.148;-421.938;Miracema
1417.91;-213.924;-426.896;Cataguases
1421.20;-199.102;-439.266;Belo Horizonte
1421.20;-195.902;-469.438;Araxa
1422.70;-195.902;-469.438;Araxa
1422.70;-195.902;-469.438;Araxa
1422.70;-195.902;-469.438;Araxa
1422.94;-187.527;-444.303;Curvelo
1422.94;-187.527;-444.303;Curvelo
1422.94;-187.527;-444.303;Curvelo
1423.66;-201.446;-448.912;Divinopolis
1424.46;-215.556;-454.364;Varginha
1425.62;-195.811;-426.471;Timoteo
1425.90;-199.321;-440.539;Contagem
1428.98;-194.703;-425.476;Ipatinga
1431.45;-199.321;-440.539;Contagem
1434.51;-195.902;-469.438;Araxa
1435.10;-199.102;-439.266;Belo Horizonte
1437.54;-189.141;-482.749;Uberlandia
1439.43;-199.102;-439.266;Belo Horizonte
1439.45;-199.102;-439.266;Belo Horizonte
1441.18;-213.924;-426.896;Cataguases
1441.19;-213.924;-426.896;Cataguases
1441.20;-213.924;-426.896;Cataguases
1444.8;-199.102;-439.266;Belo Horizonte
1444.20;-199.321;-440.539;Contagem
1447.41;-199.321;-440.539;Contagem
1448.10;-199.102;-439.266;Belo Horizonte
1448.57;-213.694;-455.109;Tres Pontas
1450.30;-211.738;-449.233;Ijaci
1451.87;-199.102;-439.266;Belo Horizonte
1454.16;-215.556;-454.364;Varginha
1457.96;-195.902;-469.438;Araxa
1458.83;-196.883;-439.239;Vespasiano
1460.56;-199.321;-440.539;Contagem
1462.15;-201.446;-448.912;Divinopolis
1462.18;-199.102;-439.266;Belo Horizonte
1462.50;-199.102;-439.266;Belo Horizonte
1462.98;-194.703;-425.476;Ipatinga
1466.64;-199.102;-439.266;Belo Horizonte
1468.80;-196.397;-438.932;Lagoa Santa
1470.30;-213.924;-426.896;Cataguases
1470.32;-213.924;-426.896;Cataguases
1470.32;-213.924;-426.896;Cataguases
1470.32;-213.924;-426.896;Cataguases
1471.4;-199.102;-439.266;Belo Horizonte
1471.12;-199.102;-439.266;Belo Horizonte
1473.72;-229.129;-432.003;Rio de Janeiro
1476.47;-213.924;-426.896;Cataguases
1476.91;-201.446;-448.912;Divinopolis
1479.72;-199.102;-439.266;Belo Horizonte
1479.97;-199.321;-440.539;Contagem
1481.21;-196.308;-440.383;Pedro Leopoldo
1481.21;-196.308;-440.383;Pedro Leopoldo
1485.26;-201.446;-448.912;Divinopolis
1485.50;-215.296;-426.421;Leopoldina
